Original,"Different Meaning, Minimal Changes","Same Meaning, Worded Differently"
"Section 3.02 Trademark License. TAH hereby grants to Supplier a non-exclusive license to use TAH's trade names and/or trademarks as specified by TAH in writing strictly for the purpose of labeling and/or packaging the Products as described herein for TAH. No other license to, or right in, any of TAH's trade names, trademarks or other intellectual property rights Is granted to Supplier.","Section 3.02 Trademark License. TAH hereby grants to Supplier an exclusive license to use TAH's trade names and/or trademarks as specified by TAH in writing strictly for the purpose of labeling and/or packaging the Products as described herein for TAH. All other licenses to, or right in, any of TAH's trade names, trademarks or other intellectual property rights Is granted to Supplier.","Section 3.02 Use of Trademarks. TAH authorizes the Supplier to use its trade names and/or trademarks, as delineated in written communication from TAH, for the specific purpose of labeling and packaging the Products outlined in this agreement on behalf of TAH. The Supplier is not afforded any additional licenses or rights concerning TAH's trade names, trademarks, or any other intellectual property rights."
"Nonexclusive License Grant Subject to the terms and conditions of this Agreement, Helix hereby grants to Distributor a nonexclusive license to use the Trademarks solely in connection with the sale and offering for sale of Products in the Market in the Territory.","Exclusive License Grant Subject to the terms and conditions of this Agreement, Helix hereby grants to Distributor an exclusive license to use the Trademarks not limited to in connection with the sale and offering for sale of Products in the Market in worldwide.","Grant of Nonexclusive License

In accordance with the terms set forth in this Agreement, Helix issues to Distributor a nonexclusive license. This license authorizes the use of the Trademarks exclusively for activities involving selling and promoting the sale of Products within the specified Market and Territory."
"The royalty payment is on account of Quantum's grant to Fisker of a perpetual, irrevocable license for use of Quantum's the core hybrid software.","The royalty payment is on account of Quantum's grant to Fisker of a time limited, revocable license for use of Quantum's the core hybrid software.","Royalty Payment Obligation: In consideration of Quantum providing Fisker with a perpetual and irrevocable license permitting the utilization of Quantum’s foundational hybrid software, the royalty payment is required."
"We grant you a limited, revocable, non-exclusive, non-sublicensable, non-transferrable license to do the following during the Term: (i) access and use the Services solely in accordance with this Agreement; and (ii) copy and use the AWS Content solely in connection with your permitted use of the Services.","We grant you a perpetutal, irrevocable, exclusive, sublicensable, transferrable license to do the following during the Term: (i) access and use the Services solely in accordance with this Agreement; and (ii) copy and use the AWS Content solely in connection with your permitted use of the Services.","License Grant and Restrictions

During the Term outlined in this Agreement, you are provided with a restricted license that is subject to revocation. This license is non-exclusive, non-transferable, and cannot be sublicensed. Under this license, you are authorized to: (i) access and utilize the Services strictly in compliance with the terms of this Agreement; and (ii) duplicate and use the AWS Content solely for purposes related to your authorized use of the Services."
"TECAN hereby grants to TriPath a perpetual, license to copy, distribute, perform, display, and create derivative works from the system software related to and/or used in the Products.","TECAN hereby grants to TriPath a limited license to copy, distribute, perform, display, and create derivative works from the system software related to and/or used in the Products.","Grant of Software License

Subject to the conditions outlined herein, TriPath is endowed by TECAN with an enduring license. This license permits TriPath to reproduce, disseminate, publicly perform, exhibit, and develop derivative versions of the system software associated with or utilized in the Products."
"Rights Granted to Distributor. Subject to the terms and conditions of this Agreement, Lizard hereby grants to the distributor the non-transferable Exclusive right as set out on Schedule One to manufacture, market and distribute the Products during the Term (as hereinafter defined) in the Channels and within the Territory, only for delivery in such Channels and Territory. License to Trademarks. Lizard hereby grants to Distributor the non-exclusive, non-transferable right to use the names of the Products listed on Schedule One and/or ""LIZARD ,"" trademarks in connection with the marketing and distribution of the Products for the term of this Agreement according to Lizard's standard policies","Rights Granted to Distributor. Subject to the terms and conditions of this Agreement, Lizard hereby grants to the distributor the transferable non-Exclusive right as set out on Schedule One to manufacture, market and distribute the Products during the Term (as hereinafter defined) in the Channels worldwide, for delivery in such Channels and Territory. License to Trademarks. Lizard hereby grants to Distributor the exclusive, transferable right to use the names of the Products listed on Schedule One and/or ""LIZARD ,"" trademarks in connection with the marketing and distribution of the Products for the term of this Agreement according to Lizard's standard policies","Grant of Rights to Distributor

In accordance with this Agreement's provisions, Lizard provides the distributor with an exclusive, non-transferable right detailed in Schedule One. This right permits the manufacture, marketing, and distribution of the Products solely within the Channels and the Territory for the duration of the Term, as defined herein, and strictly for delivery within those specified parameters. Trademark Usage License. Additionally, Lizard confers upon the Distributor a non-exclusive, non-transferable authorization to utilize the names of the Products enumerated in Schedule One and/or the ""LIZARD"" trademarks in association with the marketing and distribution of the Products throughout the duration of this Agreement, adhering to Lizard's standard policies."
"AT&T grants You and Your Affiliates a personal, non-transferable and non-exclusive license (without the right to sublicense) to use, in object code form, all software and associated written and electronic documentation and data furnished pursuant to the Attachments (collectively, the ""Software""), solely in connection with the Services and solely in accordance with applicable written and electronic documentation. AT&T grants to You the right to permit Users to access and use the Services, provided that You shall remain solely responsible for such access and use.","AT&T grants You and Your Affiliates a personal, transferable and exclusive license (with the right to sublicense) to use, in object code form, all software and associated written and electronic documentation and data furnished pursuant to the Attachments (collectively, the ""Software""), solely in connection with the Services and solely in accordance with applicable written and electronic documentation. AT&T grants to You the right to permit Users to access and use the Services, provided that You shall remain solely responsible for such access and use.","License Grant

Subject to the terms outlined in the Attachments, AT&T provides You and Your Affiliates with a personal license that is non-transferable and non-exclusive to utilize, in object code format, all software along with its related written and electronic documentation and data (collectively referred to as the ""Software""). This license is granted solely for use in connection with the Services and strictly in compliance with all applicable written and electronic documentation provided. Additionally, AT&T allows You to enable Users to access and utilize the Services, with the stipulation that You will retain full responsibility for such access and utilization."
"License - Patent and Technical Documentation Agreement, dated February 28, 1994, between American Axle & Manufacturing, Inc. and General Motors Corporation, covering patents and technical Documentation, pursuant to which GM grants to AAM a non-exclusive, royalty free and irrevocable license under all patents and technical documentation in GM’s files as of February 28, 1994 owned by GM and affiliates (but not EDS) that pertain, but not exclusively, to the design or manufacture of products of the Business to make, have made, use, and sell the products of the Business and any other products developed or otherwise acquired by AAM.","License - Patent and Technical Documentation Agreement, dated February 28, 1994, between American Axle & Manufacturing, Inc. and General Motors Corporation, covering patents and technical Documentation, pursuant to which GM grants to AAM an exclusive, royalty bearing and revocable license under all patents and technical documentation in GM’s files as of February 28, 1994 owned by GM and affiliates (but not EDS) that pertain, but not exclusively, to the design or manufacture of products of the Business to make, have made, use, and sell the products of the Business and any other products developed or otherwise acquired by AAM.","Agreement on Patent Licensing and Technical Documentation

Dated as of February 28, 1994, a License Agreement exists between American Axle & Manufacturing, Inc. (AAM) and General Motors Corporation (GM). This agreement pertains to patents and technical documentation. Under this arrangement, GM provides AAM with a non-exclusive, royalty-free, and irrevocable license for all patents and technical documents present in GM’s files as of the specified date. This license encompasses those owned by GM and its affiliates, excluding EDS, that are related in any capacity to the design or manufacture of products within the Business domain. Consequently, AAM is authorized to produce, have produced, utilize, and market the Business products as well as any additional products they develop or acquire."
"Alpharma grants to ViroPharma, its Affiliates, and their respective successors and permitted assigns a non-exclusive, world-wide, royalty-free license to such Alpharma’s Intellectual Capital sufficient to allow full lawful use of the Products for the manufacture of ViroPharma’s finished product.","Alpharma grants to ViroPharma, its Affiliates, and their respective successors and permitted assigns an exclusive, Territory-limited, royalty-bearing license to such Alpharma’s Intellectual Capital sufficient to allow full lawful use of the Products for the manufacture of ViroPharma’s finished product.","Grant of License  

Alpharma hereby provides ViroPharma, along with its Affiliates and their respective successors and authorized assigns, a non-exclusive, global license without royalty obligations. This license pertains to Alpharma’s Intellectual Capital necessary for the complete and lawful utilization of the Products in the production of ViroPharma’s final product."
"MARKETING 3.1 Brand Features. Yamoto hereby grants Patriot a royalty-free, exclusive, non-transferable license to use in the Territory the Yamoto Marks and other distinctive brand features of Yamoto that are used in or relate to the Products now or in the future during the term of this Agreement (the “Brand Features”) for the sole purposes of selling, marketing and promoting the Products.","MARKETING 3.1 Brand Features. Yamoto hereby grants Patriot a royalty-bearing, non-exclusive, transferable license to use in the Territory the Yamoto Marks and other distinctive brand features of Yamoto that are used in or relate to the Products now or in the future during the term of this Agreement (the “Brand Features”) for the sole purposes of selling, marketing and promoting the Products.","**Promotion Rights**

3.1 Use of Brand Characteristics. Yamoto provides Patriot with an exclusive, non-transferable, royalty-free license to utilize Yamoto Marks and other unique brand characteristics associated with the Products within the Territory throughout the duration of this Agreement. This license is strictly for the activities of sales, marketing, and promotion of the Products both current and prospective."
