o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Different
o1-mini,Different,Different
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
Original,"Different Meaning, Minimal Changes","Same Meaning, Worded Differently"
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Different
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
Original,"Different Meaning, Minimal Changes","Same Meaning, Worded Differently"
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Different
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
Original,"Different Meaning, Minimal Changes","Same Meaning, Worded Differently"
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Different
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Different
o1-mini,Different,Same
o3-mini,Different,Different
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Different
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
Original,"Different Meaning, Minimal Changes","Same Meaning, Worded Differently"
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
Original,"Different Meaning, Minimal Changes","Same Meaning, Worded Differently"
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Same,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
Original,"Different Meaning, Minimal Changes","Same Meaning, Worded Differently"
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
Original,"Different Meaning, Minimal Changes","Same Meaning, Worded Differently"
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
Original,"Different Meaning, Minimal Changes","Same Meaning, Worded Differently"
gpt-4o-mini,Different,Same
o1-mini,Different,Different
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Different
o3-mini,Different,Same
gpt-4o-mini,Unsure,Same
o1-mini,Unsure,Same
o3-mini,Unsure,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
gpt-4o-mini,Different,Same
o1-mini,Different,Same
o3-mini,Different,Same
